id,url
1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/1.png
2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/2.png
3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/3.png
4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/4.png
5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/5.png
6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/6.png
7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/7.png
8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/8.png
9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/9.png
10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10.png
11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/11.png
12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/12.png
13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/13.png
14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/14.png
15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/15.png
16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/16.png
17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/17.png
18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/18.png
19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/19.png
20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/20.png
21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/21.png
22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/22.png
23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/23.png
24,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/24.png
25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/25.png
26,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/26.png
27,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/27.png
28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/28.png
29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/29.png
30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/30.png
31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/31.png
32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/32.png
33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/33.png
34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/34.png
35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/35.png
36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/36.png
37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/37.png
38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/38.png
39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/39.png
40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/40.png
41,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/41.png
42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/42.png
43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/43.png
44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/44.png
45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/45.png
46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/46.png
47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/47.png
48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/48.png
49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/49.png
50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/50.png
51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/51.png
52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/52.png
53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/53.png
54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/54.png
55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/55.png
56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/56.png
57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/57.png
58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/58.png
59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/59.png
60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/60.png
61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/61.png
62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/62.png
63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/63.png
64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/64.png
65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/65.png
66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/66.png
67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/67.png
68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/68.png
69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/69.png
70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/70.png
71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/71.png
72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/72.png
73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/73.png
74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/74.png
75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/75.png
76,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/76.png
77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/77.png
78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/78.png
79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/79.png
80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/80.png
81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/81.png
82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/82.png
83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/83.png
84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/84.png
85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/85.png
86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/86.png
87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/87.png
88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/88.png
89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/89.png
90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/90.png
91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/91.png
92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/92.png
